incident_id,incident_type,baseline_rank,simulated_rank,rank_change,baseline_score,simulated_score,score_delta,baseline_risk_level,simulated_risk_level,risk_level_changed,baseline_dominant_factors,simulated_dominant_factors,dominant_factors_changed,scenario_name
INC-0021,Multi-stage Attack,1,1,0,90.2,90.2,0.0,CRITICAL,CRITICAL,False,business_impact | asset_importance | severity,business_impact | asset_importance | severity,False,baseline
INC-0022,Command and Control Event,40,43,-3,59.95,50.96,-8.99,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,asset_importance | business_impact | data_sensitivity,False,user_impact_focus
INC-0088,Malware Infection,44,44,0,59.2,50.21,-8.99,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,asset_importance | business_impact | attack_confidence,False,user_impact_focus
INC-0106,Failed Login Event,45,45,0,56.85,49.61,-7.24,HIGH,MEDIUM,True,asset_importance | business_impact | data_sensitivity,asset_importance | business_impact | data_sensitivity,False,user_impact_focus
INC-0013,Unauthorized Access Event,46,46,0,56.4,47.81,-8.59,HIGH,MEDIUM,True,asset_importance | business_impact | data_sensitivity,asset_importance | business_impact | data_sensitivity,False,user_impact_focus
INC-0108,Suspicious Email Event,47,47,0,55.35,47.51,-7.84,HIGH,MEDIUM,True,asset_importance | business_impact | data_sensitivity,asset_importance | business_impact | data_sensitivity,False,user_impact_focus
INC-0085,Malware Infection,48,48,0,52.9,46.91,-5.99,HIGH,MEDIUM,True,attack_confidence | business_impact | asset_importance,attack_confidence | business_impact | asset_importance,False,user_impact_focus
INC-0039,Suspicious DNS Event,49,49,0,48.75,42.71,-6.04,MEDIUM,MEDIUM,False,business_impact | asset_importance | data_sensitivity,business_impact | asset_importance | data_sensitivity,False,user_impact_focus
INC-0101,Malware Infection,51,50,1,46.9,41.81,-5.09,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0103,Failed Login Event,50,51,-1,47.15,41.81,-5.34,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,attack_confidence | business_impact | asset_importance,True,user_impact_focus
INC-0090,Unauthorized Access Event,53,52,1,45.9,40.46,-5.44,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0070,Unauthorized Access Event,52,53,-1,45.9,40.23,-5.67,MEDIUM,MEDIUM,False,asset_importance | business_impact | attack_confidence,attack_confidence | asset_importance | business_impact,True,user_impact_focus
INC-0065,Malware Infection,55,54,1,44.05,39.18,-4.87,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0094,Unauthorized Access Event,54,55,-1,44.2,39.11,-5.09,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0091,Successful Login Event,57,56,1,42.6,39.11,-3.49,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0072,Suspicious DNS Event,56,57,-1,43.65,38.81,-4.84,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0105,Malware Infection,59,58,1,42.35,38.06,-4.29,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0053,Suspicious Email Event,58,59,-1,42.4,38.06,-4.34,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0075,Port Scan Event,60,60,0,41.2,37.01,-4.19,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0111,Malware Infection,62,61,1,37.68,36.23,-1.45,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0097,Suspicious Email Event,61,62,-1,38.6,34.61,-3.99,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0062,Suspicious DNS Event,63,63,0,37.35,33.71,-3.64,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0100,Malware Infection,64,64,0,34.81,31.58,-3.23,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | asset_importance | severity,False,user_impact_focus
INC-0080,Port Scan Event,65,65,0,33.95,31.01,-2.94,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0005,Successful Login Event,71,66,5,31.28,30.55,-0.73,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | affected_users | asset_importance,True,user_impact_focus
INC-0018,Failed Login Event,66,67,-1,32.65,30.18,-2.47,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,user_impact_focus
INC-0020,Successful Login Event,67,68,-1,32.31,30.08,-2.23,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0030,Malware Infection,68,69,-1,31.8,29.36,-2.44,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0079,Malware Infection,69,70,-1,31.36,29.03,-2.33,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0040,Malware Infection,70,71,-1,31.32,28.92,-2.4,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | severity | data_sensitivity,True,user_impact_focus
INC-0041,Successful Login Event,74,72,2,30.31,28.43,-1.88,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0038,Suspicious DNS Event,73,73,0,31.12,28.4,-2.72,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0086,Successful Login Event,81,74,7,29.68,28.14,-1.54,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0025,Malware Infection,77,75,2,29.95,28.01,-1.94,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0016,Malware Infection,72,76,-4,31.15,27.93,-3.22,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0044,Successful Login Event,83,77,6,29.5,27.93,-1.57,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0061,Malware Infection,80,78,2,29.72,27.57,-2.15,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | severity | data_sensitivity,True,user_impact_focus
INC-0078,Failed Login Event,78,79,-1,29.9,27.18,-2.72,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0064,Command and Control Event,76,80,-4,30.02,27.12,-2.9,MEDIUM,MEDIUM,False,severity | attack_confidence | business_impact,attack_confidence | severity | data_sensitivity,True,user_impact_focus
INC-0068,Suspicious Email Event,79,81,-2,29.86,27.08,-2.78,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0067,Command and Control Event,75,82,-7,30.15,26.88,-3.27,MEDIUM,MEDIUM,False,severity | attack_confidence | asset_importance,attack_confidence | severity | asset_importance,True,user_impact_focus
INC-0027,Malware Infection,82,83,-1,29.65,26.88,-2.77,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0046,Malware Infection,85,84,1,28.85,26.51,-2.34,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0083,Suspicious DNS Event,84,85,-1,29.05,26.43,-2.62,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0048,Failed Login Event,89,86,3,27.88,26.19,-1.69,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0104,Suspicious Email Event,87,87,0,28.32,26.0,-2.32,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | asset_importance | severity,False,user_impact_focus
INC-0092,Unauthorized Access Event,88,88,0,28.22,25.92,-2.3,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0055,Suspicious Email Event,94,89,5,26.68,25.75,-0.93,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | affected_users | asset_importance,True,user_impact_focus
INC-0024,Command and Control Event,86,90,-4,28.34,25.64,-2.7,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0043,Successful Login Event,96,91,5,26.6,25.61,-0.99,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0071,Malware Infection,91,92,-1,27.77,25.55,-2.22,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0076,Command and Control Event,90,93,-3,27.81,25.28,-2.53,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0051,Suspicious Email Event,92,94,-2,27.12,25.02,-2.1,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | severity | data_sensitivity,True,user_impact_focus
INC-0084,Port Scan Event,93,95,-2,26.77,24.95,-1.82,MEDIUM,LOW,True,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0019,Suspicious Email Event,95,96,-1,26.67,24.5,-2.17,MEDIUM,LOW,True,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0023,Malware Infection,98,97,1,26.07,24.27,-1.8,MEDIUM,LOW,True,attack_confidence | asset_importance | severity,attack_confidence | asset_importance | severity,False,user_impact_focus
INC-0029,Port Scan Event,99,98,1,26.02,24.27,-1.75,MEDIUM,LOW,True,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0006,Malware Infection,97,99,-2,26.25,24.18,-2.07,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0060,Unauthorized Access Event,100,100,0,25.8,23.81,-1.99,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0089,Suspicious Email Event,105,101,4,25.25,23.66,-1.59,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0003,Port Scan Event,102,102,0,25.68,23.64,-2.04,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0102,Command and Control Event,101,103,-2,25.7,23.51,-2.19,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0057,Malware Infection,103,104,-1,25.51,23.48,-2.03,MEDIUM,LOW,True,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,user_impact_focus
INC-0010,Suspicious Email Event,106,105,1,24.37,22.77,-1.6,LOW,LOW,False,attack_confidence | business_impact | asset_importance,attack_confidence | data_sensitivity | business_impact,True,user_impact_focus
INC-0052,Port Scan Event,104,106,-2,25.36,22.73,-2.63,MEDIUM,LOW,True,asset_importance | attack_confidence | business_impact,attack_confidence | asset_importance | business_impact,True,user_impact_focus
INC-0034,Malware Infection,107,107,0,23.9,22.31,-1.59,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0082,Suspicious Email Event,109,108,1,22.4,21.33,-1.07,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0049,Port Scan Event,108,109,-1,22.48,21.09,-1.39,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0004,Port Scan Event,110,110,0,22.06,20.78,-1.28,LOW,LOW,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,user_impact_focus
INC-0014,Port Scan Event,111,111,0,21.55,20.51,-1.04,LOW,LOW,False,attack_confidence | severity | asset_importance,attack_confidence | severity | affected_users,True,user_impact_focus
INC-0021,Multi-stage Attack,1,1,0,90.2,90.4,0.2,CRITICAL,CRITICAL,False,business_impact | asset_importance | severity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0001,Data Exfiltration,2,2,0,89.5,89.88,0.38,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0028,Data Exfiltration,3,3,0,86.55,86.73,0.18,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0058,Multi-stage Attack,4,4,0,85.95,86.28,0.33,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0033,Ransomware Outbreak,5,5,0,79.45,79.53,0.08,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0042,Malware Infection,9,6,3,76.0,79.3,3.3,CRITICAL,CRITICAL,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0012,Multi-stage Attack,7,7,0,78.84,79.22,0.38,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0066,Data Exfiltration,6,8,-2,78.85,79.08,0.23,CRITICAL,CRITICAL,False,severity | business_impact | asset_importance,data_sensitivity | attack_confidence | severity,True,data_protection_focus
INC-0026,Malware Infection,11,9,2,74.3,77.28,2.98,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0008,Unauthorized Access Event,10,10,0,74.35,77.2,2.85,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0073,Successful Login Event,12,11,1,72.6,77.13,4.53,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0031,Failed Login Event,13,12,1,72.3,75.7,3.4,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0017,Suspicious DNS Event,14,13,1,72.05,75.4,3.35,HIGH,CRITICAL,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0045,DDoS Attack,8,14,-6,78.34,75.09,-3.25,CRITICAL,CRITICAL,False,asset_importance | severity | business_impact,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0098,Malware Infection,15,15,0,71.35,74.88,3.53,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0054,Suspicious Email Event,16,16,0,71.25,74.8,3.55,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0096,Malware Infection,17,17,0,70.15,72.25,2.1,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0107,Suspicious Email Event,19,18,1,68.1,71.5,3.4,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0059,Command and Control Event,18,19,-1,68.7,70.6,1.9,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0002,Suspicious DNS Event,20,20,0,67.65,70.6,2.95,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0047,Malware Infection,21,21,0,66.9,70.38,3.48,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0099,Port Scan Event,23,22,1,64.8,67.9,3.1,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0110,Port Scan Event,24,23,1,64.7,67.3,2.6,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0069,Port Scan Event,28,24,4,62.0,65.5,3.5,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0037,Unauthorized Access Event,26,25,1,63.89,65.49,1.6,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0011,Suspicious DNS Event,25,26,-1,64.35,65.35,1.0,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0087,Malware Infection,27,27,0,63.15,65.2,2.05,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0050,Malware Infection,22,28,-6,65.25,64.9,-0.35,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0093,Suspicious Email Event,29,29,0,61.95,64.3,2.35,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0095,Suspicious Email Event,30,30,0,61.45,63.7,2.25,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0009,Unauthorized Access Event,35,31,4,60.65,63.63,2.98,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0109,Suspicious DNS Event,36,32,4,60.65,63.63,2.98,HIGH,HIGH,False,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0081,Unauthorized Access Event,32,33,-1,61.4,63.25,1.85,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0074,Unauthorized Access Event,33,34,-1,61.05,63.25,2.2,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0056,Failed Login Event,38,35,3,60.5,62.5,2.0,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0032,Suspicious DNS Event,34,36,-2,60.75,61.9,1.15,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0036,Successful Login Event,42,37,5,59.75,61.6,1.85,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0063,Command and Control Event,41,38,3,59.95,60.85,0.9,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0007,Failed Login Event,43,39,4,59.6,60.85,1.25,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0015,Unauthorized Access Event,31,40,-9,61.4,59.95,-1.45,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0077,Command and Control Event,39,41,-2,60.2,58.9,-1.3,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0106,Failed Login Event,45,42,3,56.85,58.6,1.75,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0022,Command and Control Event,40,43,-3,59.95,58.45,-1.5,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0035,Failed Login Event,37,44,-7,60.6,58.0,-2.6,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0088,Malware Infection,44,45,-1,59.2,56.2,-3.0,HIGH,HIGH,False,asset_importance | business_impact | attack_confidence,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0108,Suspicious Email Event,47,46,1,55.35,55.0,-0.35,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0085,Malware Infection,48,47,1,52.9,54.4,1.5,HIGH,HIGH,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0013,Unauthorized Access Event,46,48,-2,56.4,53.8,-2.6,HIGH,HIGH,False,asset_importance | business_impact | data_sensitivity,data_sensitivity | asset_importance | business_impact,True,data_protection_focus
INC-0039,Suspicious DNS Event,49,49,0,48.75,50.2,1.45,MEDIUM,HIGH,True,business_impact | asset_importance | data_sensitivity,data_sensitivity | business_impact | asset_importance,True,data_protection_focus
INC-0103,Failed Login Event,50,50,0,47.15,49.3,2.15,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0101,Malware Infection,51,51,0,46.9,48.55,1.65,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0090,Unauthorized Access Event,53,52,1,45.9,47.2,1.3,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0070,Unauthorized Access Event,52,53,-1,45.9,45.48,-0.42,MEDIUM,MEDIUM,False,asset_importance | business_impact | attack_confidence,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0094,Unauthorized Access Event,54,54,0,44.2,45.1,0.9,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0091,Successful Login Event,57,55,2,42.6,45.1,2.5,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0072,Suspicious DNS Event,56,56,0,43.65,44.8,1.15,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0065,Malware Infection,55,57,-2,44.05,44.43,0.38,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0053,Suspicious Email Event,58,58,0,42.4,44.05,1.65,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0075,Port Scan Event,60,59,1,41.2,43.0,1.8,MEDIUM,MEDIUM,False,attack_confidence | business_impact | asset_importance,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0105,Malware Infection,59,60,-1,42.35,41.8,-0.55,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0097,Suspicious Email Event,61,61,0,38.6,40.6,2.0,MEDIUM,MEDIUM,False,business_impact | asset_importance | attack_confidence,data_sensitivity | attack_confidence | business_impact,True,data_protection_focus
INC-0062,Suspicious DNS Event,63,62,1,37.35,37.45,0.1,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0111,Malware Infection,62,63,-1,37.68,36.67,-1.01,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0080,Port Scan Event,65,64,1,33.95,34.75,0.8,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,data_sensitivity | attack_confidence | asset_importance,True,data_protection_focus
INC-0018,Failed Login Event,66,65,1,32.65,33.18,0.53,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0100,Malware Infection,64,66,-2,34.81,31.57,-3.24,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | severity,attack_confidence | asset_importance | severity,False,data_protection_focus
INC-0040,Malware Infection,70,67,3,31.32,30.87,-0.45,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0005,Successful Login Event,71,68,3,31.28,30.72,-0.56,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0020,Successful Login Event,67,69,-2,32.31,30.07,-2.24,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,data_protection_focus
INC-0079,Malware Infection,69,70,-1,31.36,29.62,-1.74,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0061,Malware Infection,80,71,9,29.72,29.52,-0.2,MEDIUM,MEDIUM,False,attack_confidence | severity | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0030,Malware Infection,68,72,-4,31.8,29.35,-2.45,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0064,Command and Control Event,76,73,3,30.02,29.07,-0.95,MEDIUM,MEDIUM,False,severity | attack_confidence | business_impact,attack_confidence | data_sensitivity | severity,True,data_protection_focus
INC-0016,Malware Infection,72,74,-2,31.15,28.98,-2.17,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | data_sensitivity,True,data_protection_focus
INC-0038,Suspicious DNS Event,73,75,-2,31.12,28.84,-2.28,MEDIUM,MEDIUM,False,attack_confidence | severity | asset_importance,attack_confidence | severity | asset_importance,False,data_protection_focus
INC-0086,Successful Login Event,81,76,5,29.68,28.59,-1.09,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | data_sensitivity | asset_importance,True,data_protection_focus
INC-0041,Successful Login Event,74,77,-3,30.31,28.42,-1.89,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | business_impact,False,data_protection_focus
INC-0044,Successful Login Event,83,78,5,29.5,28.38,-1.12,MEDIUM,MEDIUM,False,attack_confidence | asset_importance | business_impact,attack_confidence | asset_importance | data_sensitivity,True,data_protection_focus
