incident_id,incident_type,risk_score,risk_level,dominant_factors,risk_explanation,sev_val,sev_contrib,asset_imp_val,asset_imp_contrib,aff_users_val,aff_users_contrib,data_sens_val,data_sens_contrib,attack_conf_val,attack_conf_contrib,biz_impact_val,biz_impact_contrib,alert_count,affected_users,cluster_score
INC-0021,Multi-stage Attack,90.2,CRITICAL,business_impact | asset_importance | severity,"CRITICAL risk level (90.20/100). Primary risk drivers are Business Impact (20.00 pts, CRITICAL), Asset Importance (20.00 pts, CRITICAL), Severity (19.20 pts, CRITICAL).",96.0,19.2,100.0,20.0,10.03,1.003,100.0,15.0,100.0,15.0,100.0,20.0,9,1,84.53
INC-0038,Suspicious DNS Event,31.12,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (31.12/100). Primary risk drivers are Attack Confidence (11.25 pts, CRITICAL), Severity (6.60 pts, MEDIUM), Asset Importance (5.40 pts, MEDIUM).",33.0,6.6,27.0,5.4,10.03,1.003,13.0,1.95,75.0,11.25,24.6,4.92,1,1,100.0
INC-0041,Successful Login Event,30.31,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (30.31/100). Primary risk drivers are Attack Confidence (14.25 pts, CRITICAL), Asset Importance (6.64 pts, MEDIUM), Business Impact (5.72 pts, MEDIUM).",6.0,1.2,33.2,6.64,10.03,1.003,10.0,1.5,95.0,14.25,28.6,5.72,1,1,100.0
INC-0067,Command and Control Event,30.15,MEDIUM,severity | attack_confidence | asset_importance,"MEDIUM risk level (30.15/100). Primary risk drivers are Severity (8.20 pts, MEDIUM), Attack Confidence (7.50 pts, HIGH), Asset Importance (5.68 pts, MEDIUM).",41.0,8.2,28.4,5.68,10.03,1.003,17.0,2.55,50.0,7.5,26.1,5.22,2,1,53.8
INC-0064,Command and Control Event,30.02,MEDIUM,severity | attack_confidence | business_impact,"MEDIUM risk level (30.02/100). Primary risk drivers are Severity (8.80 pts, MEDIUM), Attack Confidence (7.95 pts, HIGH), Business Impact (4.42 pts, LOW).",44.0,8.8,22.0,4.4,10.03,1.003,23.0,3.45,53.0,7.95,22.1,4.42,1,1,100.0
INC-0025,Malware Infection,29.95,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (29.95/100). Primary risk drivers are Attack Confidence (13.65 pts, CRITICAL), Severity (8.00 pts, MEDIUM), Asset Importance (3.00 pts, LOW).",40.0,8.0,15.0,3.0,10.03,1.003,10.0,1.5,91.0,13.65,14.0,2.8,1,1,100.0
INC-0078,Failed Login Event,29.9,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (29.90/100). Primary risk drivers are Attack Confidence (10.05 pts, HIGH), Severity (6.80 pts, MEDIUM), Asset Importance (5.32 pts, MEDIUM).",34.0,6.8,26.6,5.32,10.03,1.003,13.0,1.95,67.0,10.05,23.9,4.78,1,1,100.0
INC-0068,Suspicious Email Event,29.86,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (29.86/100). Primary risk drivers are Attack Confidence (10.20 pts, HIGH), Asset Importance (6.64 pts, MEDIUM), Business Impact (5.72 pts, MEDIUM).",24.0,4.8,33.2,6.64,10.03,1.003,10.0,1.5,68.0,10.2,28.6,5.72,1,1,100.0
INC-0061,Malware Infection,29.72,MEDIUM,attack_confidence | severity | business_impact,"MEDIUM risk level (29.72/100). Primary risk drivers are Attack Confidence (10.65 pts, HIGH), Severity (5.80 pts, MEDIUM), Business Impact (4.42 pts, LOW).",29.0,5.8,22.0,4.4,10.03,1.003,23.0,3.45,71.0,10.65,22.1,4.42,1,1,100.0
INC-0086,Successful Login Event,29.68,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (29.68/100). Primary risk drivers are Attack Confidence (14.55 pts, CRITICAL), Asset Importance (4.84 pts, LOW), Business Impact (4.34 pts, LOW).",15.0,3.0,24.2,4.84,10.03,1.003,13.0,1.95,97.0,14.55,21.7,4.34,1,1,100.0
INC-0027,Malware Infection,29.65,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (29.65/100). Primary risk drivers are Attack Confidence (9.60 pts, HIGH), Severity (7.00 pts, MEDIUM), Asset Importance (5.32 pts, MEDIUM).",35.0,7.0,26.6,5.32,10.03,1.003,13.0,1.95,64.0,9.6,23.9,4.78,1,1,100.0
INC-0044,Successful Login Event,29.5,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (29.50/100). Primary risk drivers are Attack Confidence (14.25 pts, CRITICAL), Asset Importance (5.32 pts, MEDIUM), Business Impact (4.78 pts, LOW).",11.0,2.2,26.6,5.32,10.03,1.003,13.0,1.95,95.0,14.25,23.9,4.78,1,1,100.0
INC-0083,Suspicious DNS Event,29.05,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (29.05/100). Primary risk drivers are Attack Confidence (9.60 pts, HIGH), Severity (6.40 pts, MEDIUM), Asset Importance (5.32 pts, MEDIUM).",32.0,6.4,26.6,5.32,10.03,1.003,13.0,1.95,64.0,9.6,23.9,4.78,1,1,100.0
INC-0046,Malware Infection,28.85,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (28.85/100). Primary risk drivers are Attack Confidence (10.20 pts, HIGH), Severity (7.60 pts, MEDIUM), Asset Importance (4.00 pts, LOW).",38.0,7.6,20.0,4.0,10.03,1.003,15.0,2.25,68.0,10.2,19.0,3.8,1,1,100.0
INC-0024,Command and Control Event,28.34,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (28.34/100). Primary risk drivers are Attack Confidence (7.95 pts, HIGH), Severity (7.20 pts, MEDIUM), Asset Importance (5.00 pts, MEDIUM).",36.0,7.2,25.0,5.0,10.03,1.003,17.0,2.55,53.0,7.95,23.2,4.64,1,1,100.0
INC-0104,Suspicious Email Event,28.32,MEDIUM,attack_confidence | asset_importance | severity,"MEDIUM risk level (28.32/100). Primary risk drivers are Attack Confidence (10.05 pts, HIGH), Asset Importance (5.40 pts, MEDIUM), Severity (5.00 pts, MEDIUM).",25.0,5.0,27.0,5.4,10.03,1.003,13.0,1.95,67.0,10.05,24.6,4.92,1,1,100.0
INC-0092,Unauthorized Access Event,28.22,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (28.22/100). Primary risk drivers are Attack Confidence (9.45 pts, HIGH), Severity (6.40 pts, MEDIUM), Asset Importance (4.52 pts, LOW).",32.0,6.4,22.6,4.52,10.03,1.003,17.0,2.55,63.0,9.45,21.5,4.3,1,1,100.0
INC-0048,Failed Login Event,27.88,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (27.88/100). Primary risk drivers are Attack Confidence (12.15 pts, CRITICAL), Asset Importance (4.84 pts, LOW), Business Impact (4.34 pts, LOW).",18.0,3.6,24.2,4.84,10.03,1.003,13.0,1.95,81.0,12.15,21.7,4.34,1,1,100.0
INC-0076,Command and Control Event,27.81,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (27.81/100). Primary risk drivers are Attack Confidence (8.55 pts, HIGH), Severity (7.60 pts, MEDIUM), Asset Importance (4.44 pts, LOW).",38.0,7.6,22.2,4.44,10.03,1.003,14.0,2.1,57.0,8.55,20.6,4.12,1,1,100.0
INC-0071,Malware Infection,27.77,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (27.77/100). Primary risk drivers are Attack Confidence (9.90 pts, HIGH), Asset Importance (5.40 pts, MEDIUM), Business Impact (4.92 pts, LOW).",23.0,4.6,27.0,5.4,10.03,1.003,13.0,1.95,66.0,9.9,24.6,4.92,2,1,66.47
INC-0051,Suspicious Email Event,27.12,MEDIUM,attack_confidence | severity | business_impact,"MEDIUM risk level (27.12/100). Primary risk drivers are Attack Confidence (8.25 pts, HIGH), Severity (5.60 pts, MEDIUM), Business Impact (4.42 pts, LOW).",28.0,5.6,22.0,4.4,10.03,1.003,23.0,3.45,55.0,8.25,22.1,4.42,1,1,100.0
INC-0084,Port Scan Event,26.77,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (26.77/100). Primary risk drivers are Attack Confidence (10.50 pts, HIGH), Asset Importance (5.40 pts, MEDIUM), Business Impact (4.92 pts, LOW).",15.0,3.0,27.0,5.4,10.03,1.003,13.0,1.95,70.0,10.5,24.6,4.92,1,1,100.0
INC-0055,Suspicious Email Event,26.68,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (26.68/100). Primary risk drivers are Attack Confidence (9.30 pts, HIGH), Asset Importance (5.00 pts, MEDIUM), Business Impact (4.64 pts, LOW).",18.0,3.6,25.0,5.0,15.9,1.59,17.0,2.55,62.0,9.3,23.2,4.64,2,2,52.66
INC-0019,Suspicious Email Event,26.67,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (26.67/100). Primary risk drivers are Attack Confidence (9.00 pts, HIGH), Asset Importance (5.40 pts, MEDIUM), Business Impact (4.92 pts, LOW).",22.0,4.4,27.0,5.4,10.03,1.003,13.0,1.95,60.0,9.0,24.6,4.92,1,1,100.0
INC-0043,Successful Login Event,26.6,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (26.60/100). Primary risk drivers are Attack Confidence (13.65 pts, CRITICAL), Asset Importance (4.36 pts, LOW), Business Impact (4.04 pts, LOW).",8.0,1.6,21.8,4.36,10.03,1.003,13.0,1.95,91.0,13.65,20.2,4.04,1,1,100.0
INC-0006,Malware Infection,26.25,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (26.25/100). Primary risk drivers are Attack Confidence (9.45 pts, HIGH), Severity (8.00 pts, MEDIUM), Asset Importance (3.28 pts, LOW).",40.0,8.0,16.4,3.28,10.03,1.003,10.0,1.5,63.0,9.45,15.1,3.02,1,1,100.0
INC-0023,Malware Infection,26.07,MEDIUM,attack_confidence | asset_importance | severity,"MEDIUM risk level (26.07/100). Primary risk drivers are Attack Confidence (9.30 pts, HIGH), Asset Importance (4.52 pts, LOW), Severity (4.40 pts, LOW).",22.0,4.4,22.6,4.52,10.03,1.003,17.0,2.55,62.0,9.3,21.5,4.3,1,1,100.0
INC-0029,Port Scan Event,26.02,MEDIUM,attack_confidence | asset_importance | business_impact,"MEDIUM risk level (26.02/100). Primary risk drivers are Attack Confidence (9.45 pts, HIGH), Asset Importance (4.52 pts, LOW), Business Impact (4.30 pts, LOW).",21.0,4.2,22.6,4.52,10.03,1.003,17.0,2.55,63.0,9.45,21.5,4.3,1,1,100.0
INC-0060,Unauthorized Access Event,25.8,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (25.80/100). Primary risk drivers are Attack Confidence (8.55 pts, HIGH), Severity (6.20 pts, MEDIUM), Asset Importance (4.00 pts, LOW).",31.0,6.2,20.0,4.0,10.03,1.003,15.0,2.25,57.0,8.55,19.0,3.8,1,1,100.0
INC-0102,Command and Control Event,25.7,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (25.70/100). Primary risk drivers are Attack Confidence (7.65 pts, HIGH), Severity (7.00 pts, MEDIUM), Asset Importance (4.00 pts, LOW).",35.0,7.0,20.0,4.0,10.03,1.003,15.0,2.25,51.0,7.65,19.0,3.8,1,1,100.0
INC-0003,Port Scan Event,25.68,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (25.68/100). Primary risk drivers are Attack Confidence (8.55 pts, HIGH), Severity (5.00 pts, MEDIUM), Asset Importance (4.84 pts, LOW).",25.0,5.0,24.2,4.84,10.03,1.003,13.0,1.95,57.0,8.55,21.7,4.34,1,1,100.0
INC-0057,Malware Infection,25.51,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (25.51/100). Primary risk drivers are Attack Confidence (8.25 pts, HIGH), Severity (5.60 pts, MEDIUM), Asset Importance (4.44 pts, LOW).",28.0,5.6,22.2,4.44,10.03,1.003,14.0,2.1,55.0,8.25,20.6,4.12,1,1,100.0
INC-0052,Port Scan Event,25.36,MEDIUM,asset_importance | attack_confidence | business_impact,"MEDIUM risk level (25.36/100). Primary risk drivers are Asset Importance (6.64 pts, MEDIUM), Attack Confidence (6.30 pts, MEDIUM), Business Impact (5.72 pts, MEDIUM).",21.0,4.2,33.2,6.64,10.03,1.003,10.0,1.5,42.0,6.3,28.6,5.72,1,1,100.0
INC-0089,Suspicious Email Event,25.25,MEDIUM,attack_confidence | severity | asset_importance,"MEDIUM risk level (25.25/100). Primary risk drivers are Attack Confidence (10.35 pts, HIGH), Severity (6.60 pts, MEDIUM), Asset Importance (3.00 pts, LOW).",33.0,6.6,15.0,3.0,10.03,1.003,10.0,1.5,69.0,10.35,14.0,2.8,1,1,100.0
INC-0010,Suspicious Email Event,24.37,LOW,attack_confidence | business_impact | asset_importance,"LOW risk level (24.37/100). Primary risk drivers are Attack Confidence (7.50 pts, HIGH), Business Impact (4.42 pts, LOW), Asset Importance (4.40 pts, LOW).",18.0,3.6,22.0,4.4,10.03,1.003,23.0,3.45,50.0,7.5,22.1,4.42,1,1,100.0
INC-0034,Malware Infection,23.9,LOW,attack_confidence | severity | asset_importance,"LOW risk level (23.90/100). Primary risk drivers are Attack Confidence (9.00 pts, HIGH), Severity (6.60 pts, MEDIUM), Asset Importance (3.00 pts, LOW).",33.0,6.6,15.0,3.0,10.03,1.003,10.0,1.5,60.0,9.0,14.0,2.8,1,1,100.0
INC-0049,Port Scan Event,22.48,LOW,attack_confidence | asset_importance | business_impact,"LOW risk level (22.48/100). Primary risk drivers are Attack Confidence (7.95 pts, HIGH), Asset Importance (4.84 pts, LOW), Business Impact (4.34 pts, LOW).",12.0,2.4,24.2,4.84,10.03,1.003,13.0,1.95,53.0,7.95,21.7,4.34,1,1,100.0
INC-0082,Suspicious Email Event,22.4,LOW,attack_confidence | severity | asset_importance,"LOW risk level (22.40/100). Primary risk drivers are Attack Confidence (9.60 pts, HIGH), Severity (4.00 pts, LOW), Asset Importance (3.28 pts, LOW).",20.0,4.0,16.4,3.28,10.03,1.003,10.0,1.5,64.0,9.6,15.1,3.02,1,1,100.0
INC-0004,Port Scan Event,22.06,LOW,attack_confidence | asset_importance | business_impact,"LOW risk level (22.06/100). Primary risk drivers are Attack Confidence (7.80 pts, HIGH), Asset Importance (4.44 pts, LOW), Business Impact (4.12 pts, LOW).",13.0,2.6,22.2,4.44,10.03,1.003,14.0,2.1,52.0,7.8,20.6,4.12,1,1,100.0
INC-0014,Port Scan Event,21.55,LOW,attack_confidence | severity | asset_importance,"LOW risk level (21.55/100). Primary risk drivers are Attack Confidence (8.85 pts, HIGH), Severity (4.40 pts, LOW), Asset Importance (3.00 pts, LOW).",22.0,4.4,15.0,3.0,10.03,1.003,10.0,1.5,59.0,8.85,14.0,2.8,1,1,100.0
