alert_a,alert_b,correlation_score,same_user,same_asset,same_source_ip,same_destination_ip,temporal_proximity,related_alert_types,attack_progression,evidence_count,evidence_summary
alt_0033,alt_0053,49.19,0.0,1.0,0.0,0.0,0.6126,1.0,1.0,4,Same target asset affected (ast_fw_01) | Occurred within 19.6 minutes of each other | Related alert categories (DDoS and Command and Control) | Plausible attack progression: DDoS (Command & Control) -> Command and Control (Command & Control)
alt_0022,alt_0026,49.1,1.0,1.0,0.0,0.0,0.6065,0.0,0.0,3,Same user involved (usr_009) | Same target asset affected (ast_web_01) | Occurred within 20.0 minutes of each other
alt_0042,alt_0043,47.44,1.0,0.0,1.0,0.0,0.829,0.0,0.0,3,Same user involved (usr_insider) | Same source IP address (192.168.1.110) | Occurred within 7.5 minutes of each other
alt_0012,alt_0108,47.28,0.0,1.0,0.0,0.0,0.4855,1.0,1.0,4,Same target asset affected (ast_file_01) | Occurred within 28.9 minutes of each other | Related alert categories (Lateral Movement and Command and Control) | Plausible attack progression: Lateral Movement (Lateral Movement) -> Command and Control (Command & Control)
alt_0032,alt_0035,46.68,1.0,0.0,1.0,0.0,0.7788,0.0,0.0,3,Same user involved (usr_015) | Same source IP address (45.33.32.1) | Occurred within 10.0 minutes of each other
alt_0038,alt_0040,46.68,1.0,0.0,1.0,0.0,0.7788,0.0,0.0,3,Same user involved (usr_sales_vp) | Same source IP address (103.22.200.5) | Occurred within 10.0 minutes of each other
alt_0045,alt_0052,46.6,0.0,1.0,0.0,0.0,0.4399,1.0,1.0,4,Same target asset affected (ast_wkst_06) | Occurred within 32.9 minutes of each other | Related alert categories (Successful Login and Successful Login) | Plausible attack progression: Successful Login (Authentication) -> Successful Login (Authentication)
alt_0010,alt_0012,46.11,1.0,0.0,1.0,0.0,0.7408,0.0,0.0,3,Same user involved (usr_hr_spec) | Same source IP address (192.168.1.106) | Occurred within 12.0 minutes of each other
alt_0041,alt_0043,45.31,1.0,0.0,1.0,0.0,0.6873,0.0,0.0,3,Same user involved (usr_insider) | Same source IP address (192.168.1.110) | Occurred within 15.0 minutes of each other
alt_0037,alt_0040,45.31,1.0,0.0,1.0,0.0,0.6873,0.0,0.0,3,Same user involved (usr_sales_vp) | Same source IP address (103.22.200.5) | Occurred within 15.0 minutes of each other
alt_0042,alt_0044,45.1,1.0,0.0,1.0,0.0,0.6731,0.0,0.0,3,Same user involved (usr_insider) | Same source IP address (192.168.1.110) | Occurred within 15.8 minutes of each other
alt_0009,alt_0012,45.05,1.0,0.0,1.0,0.0,0.6703,0.0,0.0,3,Same user involved (usr_hr_spec) | Same source IP address (192.168.1.106) | Occurred within 16.0 minutes of each other
alt_0067,alt_0155,44.84,0.0,1.0,0.0,0.0,0.3225,1.0,1.0,4,Same target asset affected (ast_test_02) | Occurred within 45.3 minutes of each other | Related alert categories (Malware Detection and Malware Detection) | Plausible attack progression: Malware Detection (Execution) -> Malware Detection (Execution)
alt_0082,alt_0032,44.5,0.0,1.0,0.0,0.0,0.2997,1.0,1.0,4,Same target asset affected (ast_fw_01) | Occurred within 48.2 minutes of each other | Related alert categories (Port Scan and Port Scan) | Plausible attack progression: Port Scan (Recon / Initial Access) -> Port Scan (Recon / Initial Access)
alt_0071,alt_0069,44.48,0.0,1.0,0.0,0.0,0.2987,1.0,1.0,4,Same target asset affected (ast_dc_02) | Occurred within 48.3 minutes of each other | Related alert categories (Port Scan and Port Scan) | Plausible attack progression: Port Scan (Recon / Initial Access) -> Port Scan (Recon / Initial Access)
alt_0148,alt_0097,44.21,0.0,1.0,0.0,0.0,0.2806,1.0,1.0,4,Same target asset affected (ast_wkst_11) | Occurred within 50.8 minutes of each other | Related alert categories (Suspicious Email and Suspicious PowerShell) | Plausible attack progression: Suspicious Email (Recon / Initial Access) -> Suspicious PowerShell (Execution)
alt_0082,alt_0033,44.14,0.0,1.0,0.0,0.0,0.2757,1.0,1.0,4,Same target asset affected (ast_fw_01) | Occurred within 51.5 minutes of each other | Related alert categories (Port Scan and DDoS) | Plausible attack progression: Port Scan (Recon / Initial Access) -> DDoS (Command & Control)
alt_0155,alt_0137,43.69,0.0,1.0,0.0,0.0,0.2461,1.0,1.0,4,Same target asset affected (ast_test_02) | Occurred within 56.1 minutes of each other | Related alert categories (Malware Detection and Suspicious PowerShell) | Plausible attack progression: Malware Detection (Execution) -> Suspicious PowerShell (Execution)
alt_0012,alt_0066,43.4,1.0,0.0,0.0,0.0,0.2265,1.0,1.0,4,Same user involved (usr_hr_spec) | Occurred within 59.4 minutes of each other | Related alert categories (Lateral Movement and Command and Control) | Plausible attack progression: Lateral Movement (Lateral Movement) -> Command and Control (Command & Control)
alt_0011,alt_0066,42.88,1.0,0.0,0.0,0.0,0.1917,1.0,1.0,4,Same user involved (usr_hr_spec) | Occurred within 66.1 minutes of each other | Related alert categories (Command and Control and Command and Control) | Plausible attack progression: Command and Control (Command & Control) -> Command and Control (Command & Control)
alt_0010,alt_0066,42.52,1.0,0.0,0.0,0.0,0.1678,1.0,1.0,4,Same user involved (usr_hr_spec) | Occurred within 71.4 minutes of each other | Related alert categories (Malware Detection and Command and Control) | Plausible attack progression: Malware Detection (Execution) -> Command and Control (Command & Control)
alt_0010,alt_0149,42.41,0.0,1.0,0.0,0.0,0.1608,1.0,1.0,4,Same target asset affected (ast_wkst_02) | Occurred within 73.1 minutes of each other | Related alert categories (Malware Detection and Suspicious PowerShell) | Plausible attack progression: Malware Detection (Execution) -> Suspicious PowerShell (Execution)
alt_0009,alt_0149,42.18,0.0,1.0,0.0,0.0,0.1455,1.0,1.0,4,Same target asset affected (ast_wkst_02) | Occurred within 77.1 minutes of each other | Related alert categories (Suspicious PowerShell and Suspicious PowerShell) | Plausible attack progression: Suspicious PowerShell (Execution) -> Suspicious PowerShell (Execution)
alt_0086,alt_0021,42.09,0.0,1.0,0.0,0.0,0.1392,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 78.9 minutes of each other | Related alert categories (Unauthorized Access and Unauthorized Access) | Plausible attack progression: Unauthorized Access (Collection / Internal Access) -> Unauthorized Access (Collection / Internal Access)
alt_0137,alt_0054,42.07,0.0,1.0,0.0,0.0,0.1382,1.0,1.0,4,Same target asset affected (ast_test_02) | Occurred within 79.2 minutes of each other | Related alert categories (Suspicious PowerShell and Suspicious PowerShell) | Plausible attack progression: Suspicious PowerShell (Execution) -> Suspicious PowerShell (Execution)
alt_0008,alt_0149,41.98,0.0,1.0,0.0,0.0,0.1317,1.0,1.0,4,Same target asset affected (ast_wkst_02) | Occurred within 81.1 minutes of each other | Related alert categories (Suspicious Email and Suspicious PowerShell) | Plausible attack progression: Suspicious Email (Recon / Initial Access) -> Suspicious PowerShell (Execution)
alt_0067,alt_0137,41.19,0.0,1.0,0.0,0.0,0.0794,1.0,1.0,4,Same target asset affected (ast_test_02) | Occurred within 101.3 minutes of each other | Related alert categories (Malware Detection and Suspicious PowerShell) | Plausible attack progression: Malware Detection (Execution) -> Suspicious PowerShell (Execution)
alt_0018,alt_0129,41.0,0.0,1.0,0.0,0.0,0.0666,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 108.3 minutes of each other | Related alert categories (Brute Force and Failed Login) | Plausible attack progression: Brute Force (Authentication) -> Failed Login (Authentication)
alt_0157,alt_0024,40.98,0.0,1.0,0.0,0.0,0.0656,1.0,1.0,4,Same target asset affected (ast_web_01) | Occurred within 109.0 minutes of each other | Related alert categories (Unauthorized Access and Web Server Compromise) | Plausible attack progression: Unauthorized Access (Collection / Internal Access) -> Web Server Compromise (Collection / Internal Access)
alt_0017,alt_0129,40.97,0.0,1.0,0.0,0.0,0.0645,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 109.7 minutes of each other | Related alert categories (Failed Login and Failed Login) | Plausible attack progression: Failed Login (Authentication) -> Failed Login (Authentication)
alt_0016,alt_0129,40.96,0.0,1.0,0.0,0.0,0.0637,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 110.2 minutes of each other | Related alert categories (Failed Login and Failed Login) | Plausible attack progression: Failed Login (Authentication) -> Failed Login (Authentication)
alt_0001,alt_0152,40.94,0.0,1.0,0.0,0.0,0.0629,1.0,1.0,4,Same target asset affected (ast_wkst_01) | Occurred within 110.6 minutes of each other | Related alert categories (Suspicious Email and Suspicious Email) | Plausible attack progression: Suspicious Email (Recon / Initial Access) -> Suspicious Email (Recon / Initial Access)
alt_0015,alt_0129,40.94,0.0,1.0,0.0,0.0,0.0629,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 110.7 minutes of each other | Related alert categories (Failed Login and Failed Login) | Plausible attack progression: Failed Login (Authentication) -> Failed Login (Authentication)
alt_0014,alt_0129,40.93,0.0,1.0,0.0,0.0,0.0621,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 111.2 minutes of each other | Related alert categories (Failed Login and Failed Login) | Plausible attack progression: Failed Login (Authentication) -> Failed Login (Authentication)
alt_0013,alt_0129,40.92,0.0,1.0,0.0,0.0,0.0613,1.0,1.0,4,Same target asset affected (ast_pay_01) | Occurred within 111.7 minutes of each other | Related alert categories (Failed Login and Failed Login) | Plausible attack progression: Failed Login (Authentication) -> Failed Login (Authentication)
alt_0079,alt_0097,40.82,0.0,1.0,0.0,0.0,0.0544,1.0,1.0,4,Same target asset affected (ast_wkst_11) | Occurred within 116.4 minutes of each other | Related alert categories (Suspicious PowerShell and Suspicious PowerShell) | Plausible attack progression: Suspicious PowerShell (Execution) -> Suspicious PowerShell (Execution)
alt_0157,alt_0026,40.77,0.0,1.0,0.0,0.0,0.0511,1.0,1.0,4,Same target asset affected (ast_web_01) | Occurred within 119.0 minutes of each other | Related alert categories (Unauthorized Access and Data Exfiltration) | Plausible attack progression: Unauthorized Access (Collection / Internal Access) -> Data Exfiltration (Exfiltration / Impact)
alt_0035,alt_0134,39.22,0.0,1.0,0.0,0.0,0.6149,1.0,0.0,3,Same target asset affected (ast_web_02) | Occurred within 19.4 minutes of each other | Related alert categories (Command and Control and Malware Detection)
alt_0059,alt_0103,39.21,0.0,1.0,0.0,0.0,0.6139,1.0,0.0,3,Same target asset affected (ast_wkst_12) | Occurred within 19.5 minutes of each other | Related alert categories (Command and Control and Malware Detection)
alt_0140,alt_0012,38.27,0.0,1.0,0.0,0.0,0.5513,1.0,0.0,3,Same target asset affected (ast_file_01) | Occurred within 23.8 minutes of each other | Related alert categories (Unauthorized Access and Lateral Movement)
alt_0081,alt_0093,35.27,0.0,1.0,0.0,1.0,0.3515,0.0,0.0,3,Same target asset affected (ast_file_dev) | Same destination IP address (10.0.2.181) | Occurred within 41.8 minutes of each other
alt_0118,alt_0082,34.83,1.0,0.0,0.0,0.0,0.9888,0.0,0.0,2,Same user involved (usr_049) | Occurred within 0.5 minutes of each other
alt_0099,alt_0117,34.77,0.0,1.0,0.0,0.0,0.9847,0.0,0.0,2,Same target asset affected (ast_wkst_11) | Occurred within 0.6 minutes of each other
alt_0095,alt_0118,34.51,1.0,0.0,0.0,0.0,0.9676,0.0,0.0,2,Same user involved (usr_049) | Occurred within 1.3 minutes of each other
alt_0132,alt_0120,33.84,1.0,0.0,0.0,0.0,0.9227,0.0,0.0,2,Same user involved (usr_034) | Occurred within 3.2 minutes of each other
alt_0079,alt_0148,32.91,0.0,1.0,0.0,0.0,0.194,1.0,0.0,3,Same target asset affected (ast_wkst_11) | Occurred within 65.6 minutes of each other | Related alert categories (Suspicious PowerShell and Suspicious Email)
alt_0027,alt_0029,32.7,1.0,0.0,0.0,0.0,0.8465,0.0,0.0,2,Same user involved (usr_devops) | Occurred within 6.7 minutes of each other
alt_0001,alt_0003,32.59,1.0,0.0,0.0,0.0,0.8395,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 7.0 minutes of each other
alt_0086,alt_0020,32.37,0.0,1.0,0.0,0.0,0.1577,1.0,0.0,3,Same target asset affected (ast_pay_01) | Occurred within 73.9 minutes of each other | Related alert categories (Unauthorized Access and Privilege Escalation)
alt_0158,alt_0051,32.25,0.0,1.0,0.0,0.0,0.1498,1.0,0.0,3,Same target asset affected (ast_cloud_01) | Occurred within 75.9 minutes of each other | Related alert categories (Suspicious PowerShell and Suspicious Email)
alt_0003,alt_0005,31.68,1.0,0.0,0.0,0.0,0.7788,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 10.0 minutes of each other
alt_0023,alt_0025,31.68,1.0,0.0,0.0,0.0,0.7788,0.0,0.0,2,Same user involved (usr_009) | Occurred within 10.0 minutes of each other
alt_0127,alt_0151,31.49,0.0,1.0,0.0,0.0,0.7659,0.0,0.0,2,Same target asset affected (ast_wkst_03) | Occurred within 10.7 minutes of each other
alt_0047,alt_0039,31.12,0.0,1.0,0.0,0.0,0.0744,1.0,0.0,3,Same target asset affected (ast_cloud_01) | Occurred within 104.0 minutes of each other | Related alert categories (Unauthorized Access and New Admin Account)
alt_0001,alt_0004,31.11,1.0,0.0,0.0,0.0,0.7408,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 12.0 minutes of each other
alt_0002,alt_0152,31.02,0.0,1.0,0.0,0.0,0.0679,1.0,0.0,3,Same target asset affected (ast_wkst_01) | Occurred within 107.6 minutes of each other | Related alert categories (Credential Theft and Suspicious Email)
alt_0027,alt_0031,30.97,1.0,0.0,0.0,0.0,0.7316,0.0,0.0,2,Same user involved (usr_devops) | Occurred within 12.5 minutes of each other
alt_0102,alt_0107,30.95,1.0,0.0,0.0,0.0,0.7301,0.0,0.0,2,Same user involved (usr_033) | Occurred within 12.6 minutes of each other
alt_0024,alt_0034,30.81,0.0,1.0,0.0,1.0,0.0541,0.0,0.0,3,Same target asset affected (ast_web_01) | Same destination IP address (10.0.2.5) | Occurred within 116.7 minutes of each other
alt_0064,alt_0105,30.61,0.0,1.0,0.0,0.0,0.7076,0.0,0.0,2,Same target asset affected (ast_wkst_14) | Occurred within 13.8 minutes of each other
alt_0002,alt_0005,30.57,1.0,0.0,0.0,0.0,0.7047,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 14.0 minutes of each other
alt_0022,alt_0025,30.31,1.0,0.0,0.0,0.0,0.6873,0.0,0.0,2,Same user involved (usr_009) | Occurred within 15.0 minutes of each other
alt_0003,alt_0006,30.31,1.0,0.0,0.0,0.0,0.6873,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 15.0 minutes of each other
alt_0004,alt_0007,30.31,1.0,0.0,0.0,0.0,0.6873,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 15.0 minutes of each other
alt_0109,alt_0127,30.03,1.0,0.0,0.0,0.0,0.6689,0.0,0.0,2,Same user involved (usr_055) | Occurred within 16.1 minutes of each other
alt_0001,alt_0005,29.81,1.0,0.0,0.0,0.0,0.6538,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 17.0 minutes of each other
alt_0060,alt_0102,29.81,0.0,1.0,0.0,0.0,0.6543,0.0,0.0,2,Same target asset affected (ast_file_dev) | Occurred within 17.0 minutes of each other
alt_0085,alt_0158,29.64,1.0,0.0,0.0,0.0,0.6427,0.0,0.0,2,Same user involved (usr_029) | Occurred within 17.7 minutes of each other
alt_0093,alt_0130,29.38,0.0,1.0,0.0,0.0,0.6255,0.0,0.0,2,Same target asset affected (ast_file_dev) | Occurred within 18.8 minutes of each other
alt_0002,alt_0006,29.33,1.0,0.0,0.0,0.0,0.6219,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 19.0 minutes of each other
alt_0114,alt_0064,29.32,1.0,0.0,0.0,0.0,0.6216,0.0,0.0,2,Same user involved (usr_035) | Occurred within 19.0 minutes of each other
alt_0107,alt_0085,29.2,0.0,1.0,0.0,0.0,0.6131,0.0,0.0,2,Same target asset affected (ast_wkst_01) | Occurred within 19.6 minutes of each other
alt_0008,alt_0012,29.1,1.0,0.0,0.0,0.0,0.6065,0.0,0.0,2,Same user involved (usr_hr_spec) | Occurred within 20.0 minutes of each other
alt_0003,alt_0007,29.1,1.0,0.0,0.0,0.0,0.6065,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 20.0 minutes of each other
alt_0036,alt_0040,29.1,1.0,0.0,0.0,0.0,0.6065,0.0,0.0,2,Same user involved (usr_sales_vp) | Occurred within 20.0 minutes of each other
alt_0055,alt_0102,28.86,1.0,0.0,0.0,0.0,0.5906,0.0,0.0,2,Same user involved (usr_033) | Occurred within 21.1 minutes of each other
alt_0001,alt_0006,28.65,1.0,0.0,0.0,0.0,0.5769,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 22.0 minutes of each other
alt_0032,alt_0053,28.45,0.0,1.0,0.0,0.0,0.5636,0.0,0.0,2,Same target asset affected (ast_fw_01) | Occurred within 22.9 minutes of each other
alt_0123,alt_0071,28.38,0.0,1.0,0.0,0.0,0.5585,0.0,0.0,2,Same target asset affected (ast_dc_02) | Occurred within 23.3 minutes of each other
alt_0002,alt_0007,28.23,1.0,0.0,0.0,0.0,0.5488,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 24.0 minutes of each other
alt_0083,alt_0158,28.03,0.0,1.0,0.0,0.0,0.5355,0.0,0.0,2,Same target asset affected (ast_cloud_01) | Occurred within 25.0 minutes of each other
alt_0097,alt_0126,27.99,0.0,1.0,0.0,0.0,0.5328,0.0,0.0,2,Same target asset affected (ast_wkst_11) | Occurred within 25.2 minutes of each other
alt_0068,alt_0073,27.93,1.0,0.0,0.0,0.0,0.5288,0.0,0.0,2,Same user involved (usr_035) | Occurred within 25.5 minutes of each other
alt_0106,alt_0115,27.84,1.0,0.0,0.0,0.0,0.5225,0.0,0.0,2,Same user involved (usr_055) | Occurred within 26.0 minutes of each other
alt_0125,alt_0086,27.72,0.0,0.0,1.0,0.0,0.8479,0.0,0.0,2,Same source IP address (192.168.4.31) | Occurred within 6.6 minutes of each other
alt_0048,alt_0036,27.7,1.0,0.0,0.0,0.0,0.5134,0.0,0.0,2,Same user involved (usr_sales_vp) | Occurred within 26.7 minutes of each other
alt_0001,alt_0007,27.64,1.0,0.0,0.0,0.0,0.5092,0.0,0.0,2,Same user involved (usr_fin_mgr) | Occurred within 27.0 minutes of each other
alt_0047,alt_0032,27.27,1.0,0.0,0.0,0.0,0.4849,0.0,0.0,2,Same user involved (usr_015) | Occurred within 28.9 minutes of each other
alt_0156,alt_0025,27.07,0.0,1.0,0.0,0.0,0.471,0.0,0.0,2,Same target asset affected (ast_db_cust) | Occurred within 30.1 minutes of each other
alt_0048,alt_0037,26.8,1.0,0.0,0.0,0.0,0.4531,0.0,0.0,2,Same user involved (usr_sales_vp) | Occurred within 31.7 minutes of each other
alt_0140,alt_0062,26.77,1.0,0.0,0.0,0.0,0.4514,0.0,0.0,2,Same user involved (usr_014) | Occurred within 31.8 minutes of each other
alt_0086,alt_0062,26.76,0.0,1.0,0.0,0.0,0.4506,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 31.9 minutes of each other
alt_0113,alt_0141,26.75,1.0,0.0,0.0,0.0,0.4499,0.0,0.0,2,Same user involved (usr_015) | Occurred within 31.9 minutes of each other
alt_0062,alt_0013,26.74,0.0,1.0,0.0,0.0,0.4493,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 32.0 minutes of each other
alt_0047,alt_0033,26.69,1.0,0.0,0.0,0.0,0.4462,0.0,0.0,2,Same user involved (usr_015) | Occurred within 32.3 minutes of each other
alt_0062,alt_0014,26.66,0.0,1.0,0.0,0.0,0.4437,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 32.5 minutes of each other
alt_0062,alt_0015,26.57,0.0,1.0,0.0,0.0,0.4382,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 33.0 minutes of each other
alt_0062,alt_0016,26.49,0.0,1.0,0.0,0.0,0.4328,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 33.5 minutes of each other
alt_0062,alt_0017,26.41,0.0,1.0,0.0,0.0,0.4274,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 34.0 minutes of each other
alt_0062,alt_0018,26.2,0.0,1.0,0.0,0.0,0.4134,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 35.3 minutes of each other
alt_0047,alt_0034,26.16,1.0,0.0,0.0,0.0,0.4105,0.0,0.0,2,Same user involved (usr_015) | Occurred within 35.6 minutes of each other
alt_0048,alt_0038,26.0,1.0,0.0,0.0,0.0,0.3998,0.0,0.0,2,Same user involved (usr_sales_vp) | Occurred within 36.7 minutes of each other
alt_0062,alt_0019,25.83,0.0,1.0,0.0,0.0,0.3884,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 37.8 minutes of each other
alt_0047,alt_0035,25.67,1.0,0.0,0.0,0.0,0.3777,0.0,0.0,2,Same user involved (usr_015) | Occurred within 39.0 minutes of each other
alt_0052,alt_0152,25.63,1.0,0.0,0.0,0.0,0.3753,0.0,0.0,2,Same user involved (usr_020) | Occurred within 39.2 minutes of each other
alt_0066,alt_0022,25.44,0.0,1.0,0.0,0.0,0.3624,0.0,0.0,2,Same target asset affected (ast_web_01) | Occurred within 40.6 minutes of each other
alt_0004,alt_0087,25.31,0.0,1.0,0.0,0.0,0.3539,0.0,0.0,2,Same target asset affected (ast_app_01) | Occurred within 41.5 minutes of each other
alt_0048,alt_0039,25.29,1.0,0.0,0.0,0.0,0.3529,0.0,0.0,2,Same user involved (usr_sales_vp) | Occurred within 41.7 minutes of each other
alt_0062,alt_0020,25.25,0.0,1.0,0.0,0.0,0.3499,0.0,0.0,2,Same target asset affected (ast_pay_01) | Occurred within 42.0 minutes of each other
alt_0149,alt_0153,25.18,0.0,1.0,0.0,0.0,0.3453,0.0,0.0,2,Same target asset affected (ast_wkst_02) | Occurred within 42.5 minutes of each other
